bugType,sourceBeforeFix,sourceAfterFix,,
CHANGE_NUMERAL,"ASSERT.about(javaSource()).that(file).processedWith(new AutoFactoryProcessor()).failsToCompile().withErrorContaining(""AutoFactory does not support generic types"").in(file).onLine(6)","ASSERT.about(javaSource()).that(file).processedWith(new AutoFactoryProcessor()).failsToCompile().withErrorContaining(""AutoFactory does not support generic types"").in(file).onLine(21)",,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(ModuleLoader.MODULE_CONFLICT,getName())","JSError.make(getName(),-1,-1,ModuleLoader.MODULE_CONFLICT,getName())",,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(ModuleLoader.MODULE_CONFLICT,file.toString())","JSError.make(file.toString(),-1,-1,ModuleLoader.MODULE_CONFLICT,file.toString())",,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(ModuleLoader.MODULE_CONFLICT,""my/js.js"")","JSError.make(""my/js.js"",-1,-1,ModuleLoader.MODULE_CONFLICT,""my/js.js"")",,
CHANGE_IDENTIFIER,Collection<String>,List<String>,,
CHANGE_IDENTIFIER,Collection<String>,List<String>,,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,new GatherGettersAndSetterProperties(compiler),new GatherGetterAndSetterProperties(compiler),,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externs,root)","GatherGetterAndSetterProperties.update(compiler,externs,root)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.update(compiler,externsRoot,mainRoot)","GatherGetterAndSetterProperties.update(compiler,externsRoot,mainRoot)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.update(compiler,externsRoot,mainRoot)","GatherGetterAndSetterProperties.update(compiler,externsRoot,mainRoot)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.gather(compiler,externsRoot)","GatherGetterAndSetterProperties.gather(compiler,externsRoot)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.gather(compiler,externsRoot)","GatherGetterAndSetterProperties.gather(compiler,externsRoot)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.gather(compiler,mainRoot)","GatherGetterAndSetterProperties.gather(compiler,mainRoot)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.gather(compiler,mainRoot)","GatherGetterAndSetterProperties.gather(compiler,mainRoot)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.gather(compiler,externsRoot)","GatherGetterAndSetterProperties.gather(compiler,externsRoot)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.gather(compiler,externsRoot)","GatherGetterAndSetterProperties.gather(compiler,externsRoot)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"GatherGettersAndSetterProperties.gather(compiler,mainRoot)","GatherGetterAndSetterProperties.gather(compiler,mainRoot)",,
CHANGE_IDENTIFIER,"GatherGettersAndSetterProperties.gather(compiler,mainRoot)","GatherGetterAndSetterProperties.gather(compiler,mainRoot)",,
CHANGE_IDENTIFIER,new GatherGettersAndSetterProperties(compiler),new GatherGetterAndSetterProperties(compiler),,
CHANGE_MODIFIER,2,130,,
CHANGE_IDENTIFIER,return ES5; ,return ES8_MODULES; ,,
CHANGE_OPERAND,sourceMapping != null,identifier != null,,
CHANGE_IDENTIFIER,sourceMapping != null,identifier != null,,
DIFFERENT_METHOD_SAME_ARGS,newNode.makeNonIndexable(),newNode.makeNonIndexableRecursive(),,
CHANGE_IDENTIFIER,newNode.makeNonIndexable(),newNode.makeNonIndexableRecursive(),,
CHANGE_IDENTIFIER,NoObjectType noResolvedType=new NoResolvedType(this); ,NoResolvedType noResolvedType=new NoResolvedType(this); ,,
CHANGE_IDENTIFIER,Iterable<ObjectType>,ImmutableList<ObjectType>,,
CHANGE_IDENTIFIER,Iterable<ObjectType>,ImmutableList<ObjectType>,,
CHANGE_IDENTIFIER,Iterable<ObjectType>,ImmutableList<ObjectType>,,
SWAP_BOOLEAN_LITERAL,runOTIafterNTI=false,runOTIafterNTI=true,,
CHANGE_MODIFIER,0,16,,
CHANGE_IDENTIFIER,Iterable<TypedVar>,ImmutableList<TypedVar>,,
OVERLOAD_METHOD_DELETED_ARGS,"testSame(js,js)",testSame(js),,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.error(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")","DiagnosticType.disabled(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")",,
CHANGE_IDENTIFIER,"DiagnosticType.error(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")","DiagnosticType.disabled(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")",,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.disabled(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")","DiagnosticType.error(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")",,
CHANGE_IDENTIFIER,"DiagnosticType.disabled(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")","DiagnosticType.error(""JSC_TOO_MANY_TEMPLATE_PARAMS"",""{0}"")",,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(AbstractCompiler.READ_ERROR,getName())","JSError.make(AbstractCompiler.READ_ERROR,getName(),e.getMessage())",,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(AbstractCompiler.READ_ERROR,sourceFile.getName())","JSError.make(AbstractCompiler.READ_ERROR,sourceFile.getName(),e.getMessage())",,
CHANGE_IDENTIFIER,List<ConformanceConfig>,ImmutableList<ConformanceConfig>,,
OVERLOAD_METHOD_MORE_ARGS,"lines(""Function.prototype.inherits = function(parentCtor) {"",""  function tempCtor() {};"",""  tempCtor.prototype = parentCtor.prototype;"",""  this.superClass_ = parentCtor.prototype;"",""  this.prototype = new tempCtor();"",""  this.prototype.constructor = this;"",""};"")","lines(""Function.prototype.inherits = function(parentCtor) {"",""  function tempCtor() {};"",""  tempCtor.prototype = parentCtor.prototype;"",""  this.superClass_ = parentCtor.prototype;"",""  this.prototype = new tempCtor();"",""  this.prototype.constructor = this;"",""};"",""/** @constructor */ function A() {}"",""/** @constructor */ function B() {}"",""B.inherits(A);"",""use(B.superClass_);"")",,
CHANGE_IDENTIFIER,Iterable<Symbol>,ImmutableList<Symbol>,,
CHANGE_MODIFIER,1,17,,
CHANGE_IDENTIFIER,List<PersistentLocalScope>,ImmutableList<PersistentLocalScope>,,
SWAP_BOOLEAN_LITERAL,runOTIafterNTI=true,runOTIafterNTI=false,,
CHANGE_IDENTIFIER,List<INPUT>,ImmutableList<INPUT>,,
CHANGE_IDENTIFIER,List<SuggestedFix>,ImmutableList<SuggestedFix>,,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(SourceMapInput.SOURCEMAP_RESOLVE_FAILED,sourceMapPath)","JSError.make(SourceMapInput.SOURCEMAP_RESOLVE_FAILED,sourceMapPath,e.getMessage())",,
OVERLOAD_METHOD_MORE_ARGS,"JSError.make(SourceMapInput.SOURCEMAP_PARSE_FAILED,sourceMapPath)","JSError.make(SourceMapInput.SOURCEMAP_PARSE_FAILED,sourceMapPath,e.getMessage())",,
DIFFERENT_METHOD_SAME_ARGS,"testSame(""var foo = function (a) {}; foo.call(this, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(this);"")","test(""var foo = function (a) {}; foo.call(this, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(this);"")",,
CHANGE_IDENTIFIER,"testSame(""var foo = function (a) {}; foo.call(this, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(this);"")","test(""var foo = function (a) {}; foo.call(this, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(this);"")",,
DIFFERENT_METHOD_SAME_ARGS,"testSame(""var foo = function (a) {}; foo.call(null, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(null);"")","test(""var foo = function (a) {}; foo.call(null, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(null);"")",,
CHANGE_IDENTIFIER,"testSame(""var foo = function (a) {}; foo.call(null, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(null);"")","test(""var foo = function (a) {}; foo.call(null, 1);"",""var foo = function () {var a$jscomp$1 = 1;}; foo.call(null);"")",,
OVERLOAD_METHOD_MORE_ARGS,"DiagnosticGroups.registerGroup(""oldCheckTypes"",TypeValidator.ALL_DIAGNOSTICS,TypeCheck.ALL_DIAGNOSTICS)","DiagnosticGroups.registerGroup(""oldCheckTypes"",TypeValidator.ALL_DIAGNOSTICS,TypeCheck.ALL_DIAGNOSTICS,DiagnosticGroups.GLOBAL_THIS)",,
CHANGE_IDENTIFIER,"testError(""class Foo extends BaseFoo { constructor() { Foo.base(this); } }"",GOOG_BASE_CLASS_ERROR)","testError(""class Foo extends BaseFoo { constructor() { Foo.base(this); } }"",BASE_CLASS_ERROR)",,
CHANGE_IDENTIFIER,"testError(""class Foo extends BaseFoo { method() { Foo.base(this, 'method'); } }"",GOOG_BASE_CLASS_ERROR)","testError(""class Foo extends BaseFoo { method() { Foo.base(this, 'method'); } }"",BASE_CLASS_ERROR)",,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.warning(""JSC_INVALID_MODULE_PATH"",""Invalid module path \""{0}\"" for resolution mode \""{1}\"""")","DiagnosticType.error(""JSC_INVALID_MODULE_PATH"",""Invalid module path \""{0}\"" for resolution mode \""{1}\"""")",,
CHANGE_IDENTIFIER,"DiagnosticType.warning(""JSC_INVALID_MODULE_PATH"",""Invalid module path \""{0}\"" for resolution mode \""{1}\"""")","DiagnosticType.error(""JSC_INVALID_MODULE_PATH"",""Invalid module path \""{0}\"" for resolution mode \""{1}\"""")",,
ADD_THROWS_EXCEPTION,0,0,,
ADD_THROWS_EXCEPTION,2,2,,
CHANGE_IDENTIFIER,"new IllegalStateException(""Unexpected number of values for entry:"" + entryValues)","new SourceMapParseException(""Unexpected number of values for entry:"" + entryValues)",,
SWAP_ARGUMENTS,"assertEquals(actual().toString(),typeString)","assertEquals(typeString,actual().toString())",,
CHANGE_IDENTIFIER,Exception cause,Throwable cause,,
CHANGE_IDENTIFIER,Exception cause,Throwable cause,,
CHANGE_IDENTIFIER,Exception unexpectedException,Throwable unexpectedException,,
CHANGE_UNARY_OPERATOR,!scriptsToUpdate.add(n),scriptsToUpdate.add(n),,
OVERLOAD_METHOD_MORE_ARGS,"checkNotNull(getPropDefFromClass(superType,pname))","checkNotNull(getPropDefFromClass(superType,pname),""getPropDefFromClass(%s, %s) returned null"",superType,pname)",,
CHANGE_CALLER_IN_FUNCTION_CALL,n.isArrayPattern(),caught.isArrayPattern(),,
CHANGE_IDENTIFIER,n.isArrayPattern(),caught.isArrayPattern(),,
CHANGE_IDENTIFIER,options.needsTranspilationFrom(ES7),options.needsTranspilationFrom(ES8),,
CHANGE_IDENTIFIER,Exception e,IOException e,,
CHANGE_IDENTIFIER,"@GwtIncompatible(""ObjectInputStream"") public void restoreState(InputStream inputStream) throws Exception {   try (final ObjectInputStream objectInputStream=new ObjectInputStream(inputStream)){     CompilerState compilerState=runInCompilerThread(new Callable<CompilerState>(){       @Override public CompilerState call() throws Exception {         return (CompilerState)objectInputStream.readObject();       }     } );     externs=compilerState.externs;     inputs=compilerState.inputs;     inputsById.clear();     inputsById.putAll(compilerState.inputsById);     typeRegistry=compilerState.typeRegistry;     externAndJsRoot=compilerState.externAndJsRoot;     externsRoot=compilerState.externsRoot;     jsRoot=compilerState.jsRoot;     mostRecentTypechecker=compilerState.mostRecentTypeChecker;     synthesizedExternsInput=compilerState.synthesizedExternsInput;     synthesizedExternsInputAtEnd=compilerState.synthesizedExternsInputAtEnd;     injectedLibraries.clear();     injectedLibraries.putAll(compilerState.injectedLibraries);     lastInjectedLibrary=compilerState.lastInjectedLibrary;     globalRefMap=compilerState.globalRefMap;     symbolTable=compilerState.symbolTable;     hasRegExpGlobalReferences=compilerState.hasRegExpGlobalReferences;     typeValidator=compilerState.typeValidator;     setLifeCycleStage(compilerState.lifeCycleStage);     externProperties=compilerState.externProperties;   }    initWarningsGuard(options.getWarningsGuard());   maybeSetTracker(); } ","@GwtIncompatible(""ObjectInputStream"") public void restoreState(InputStream inputStream) throws IOException {   try (final ObjectInputStream objectInputStream=new ObjectInputStream(inputStream)){     CompilerState compilerState=runInCompilerThread(new Callable<CompilerState>(){       @Override public CompilerState call() throws Exception {         return (CompilerState)objectInputStream.readObject();       }     } );     externs=compilerState.externs;     inputs=compilerState.inputs;     inputsById.clear();     inputsById.putAll(compilerState.inputsById);     typeRegistry=compilerState.typeRegistry;     externAndJsRoot=compilerState.externAndJsRoot;     externsRoot=compilerState.externsRoot;     jsRoot=compilerState.jsRoot;     mostRecentTypechecker=compilerState.mostRecentTypeChecker;     synthesizedExternsInput=compilerState.synthesizedExternsInput;     synthesizedExternsInputAtEnd=compilerState.synthesizedExternsInputAtEnd;     injectedLibraries.clear();     injectedLibraries.putAll(compilerState.injectedLibraries);     lastInjectedLibrary=compilerState.lastInjectedLibrary;     globalRefMap=compilerState.globalRefMap;     symbolTable=compilerState.symbolTable;     hasRegExpGlobalReferences=compilerState.hasRegExpGlobalReferences;     typeValidator=compilerState.typeValidator;     setLifeCycleStage(compilerState.lifeCycleStage);     externProperties=compilerState.externProperties;   }    initWarningsGuard(options.getWarningsGuard());   maybeSetTracker(); } ",,
OVERLOAD_METHOD_DELETED_ARGS,"testWarning(""goog.require('a.c');\ngoog.require('a.b')"",REQUIRES_NOT_SORTED,""goog.require() statements are not sorted. The correct order is:\n\n"" + ""goog.require('a.b');\ngoog.require('a.c');\n\n"")","testWarning(""goog.require('a.c');\ngoog.require('a.b')"",REQUIRES_NOT_SORTED)",,
OVERLOAD_METHOD_DELETED_ARGS,"testWarning(LINE_JOINER.join(""goog.require('a.c');"",""/** @suppress {extraRequire} */"",""goog.require('a.b')""),REQUIRES_NOT_SORTED,LINE_JOINER.join(""goog.require() statements are not sorted. The correct order is:"","""",""/**"","" @suppress {extraRequire}"","" */"",""goog.require('a.b');"",""goog.require('a.c');"","""",""""))","testWarning(LINE_JOINER.join(""goog.require('a.c');"",""/** @suppress {extraRequire} */"",""goog.require('a.b')""),REQUIRES_NOT_SORTED)",,
OVERLOAD_METHOD_DELETED_ARGS,"testWarning(LINE_JOINER.join(""goog.module('m');"","""",""var d = goog.require('a.b.d');"",""var c = goog.require('a.c');"","""",""alert(1);""),REQUIRES_NOT_SORTED,""goog.require() statements are not sorted. The correct order is:\n\n"" + ""var c = goog.require('a.c');\nvar d = goog.require('a.b.d');\n\n"")","testWarning(LINE_JOINER.join(""goog.module('m');"","""",""var d = goog.require('a.b.d');"",""var c = goog.require('a.c');"","""",""alert(1);""),REQUIRES_NOT_SORTED)",,
OVERLOAD_METHOD_MORE_ARGS,checkArgument(child.parent == null),"checkArgument(child.parent == null,""Cannot add already-owned child node.\nChild: %s\nExisting parent: %s\nNew parent: %s"",child,parent,this)",,
MORE_SPECIFIC_IF,textProto.charAt(0) == UTF8_BOM_CODE,!textProto.isEmpty() && textProto.charAt(0) == UTF8_BOM_CODE,,
CHANGE_IDENTIFIER,List<SourceFile>,ImmutableList<SourceFile>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
CHANGE_IDENTIFIER,List<SourceFile>,ImmutableList<SourceFile>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
CHANGE_IDENTIFIER,List<String>,ImmutableList<String>,,
DIFFERENT_METHOD_SAME_ARGS,nameDefinitionMultimap.keySet(),nameDefinitionMultimap.keys(),,
CHANGE_IDENTIFIER,nameDefinitionMultimap.keySet(),nameDefinitionMultimap.keys(),,
DIFFERENT_METHOD_SAME_ARGS,nameDefinitionMultimap.keys(),nameDefinitionMultimap.keySet(),,
CHANGE_IDENTIFIER,nameDefinitionMultimap.keys(),nameDefinitionMultimap.keySet(),,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
CHANGE_IDENTIFIER,"DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
CHANGE_IDENTIFIER,"DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
CHANGE_IDENTIFIER,"DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
DIFFERENT_METHOD_SAME_ARGS,"DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
CHANGE_IDENTIFIER,"DiagnosticType.disabled(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")","DiagnosticType.error(""JSC_GOOG_MODULE_IN_NON_MODULE"",""goog.module() call must be the first statement in a module."")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkState(n.isModuleBody() || scope.getParent() == null),"Preconditions.checkState(n.isModuleBody() || scope.getParent() == null,""Expected %s to be a module body, or %s to be the global scope."",n,scope)",,
CHANGE_OPERATOR,index > templateTypes.size(),index >= templateTypes.size(),,
OVERLOAD_METHOD_MORE_ARGS,"DiagnosticGroups.registerGroup(""functionParams"",FunctionTypeBuilder.OPTIONAL_ARG_AT_END)","DiagnosticGroups.registerGroup(""functionParams"",FunctionTypeBuilder.INEXISTENT_PARAM,FunctionTypeBuilder.OPTIONAL_ARG_AT_END)",,
